Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Actual Result),Custom field (Actual Result),Custom field (Actual end),Custom field (Actual start),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (Expected Result),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Reason),Custom field (Request Type),Custom field (Score),Custom field (Score),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Team Id,Team Name,Custom field (Test Level),Custom field (Test Level),Custom field (Test Steps),Custom field (Test Steps),Custom field (Testcase Result),Custom field (Testcase Result),Custom field (Total forms),Custom field (Vulnerability),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Parent,Parent summary,Status Category,Status Category Changed
UC-17A: View History Order (Shop),PS-220,10359,Story,To Do,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,,Nguyễn Hữu Phúc,712020:576dfde1-54b0-484a-968a-2b8d09e058d7,Ngo Anh Kiet,712020:f6e02544-91ef-470b-bfa9-afcf8378a285,Ngo Anh Kiet,712020:f6e02544-91ef-470b-bfa9-afcf8378a285,07/Jul/24 11:43 PM,14/Jul/24 9:01 PM,14/Jul/24 4:40 PM,,,0,,"This use case describes the process by which a user can view their past orders. The user should be able to see a summary of all previous orders and, upon selecting a specific order, view detailed information about it. This functionality is essential for users to track their purchases and resolve any issues related to their orders.",,Ngo Anh Kiet,712020:f6e02544-91ef-470b-bfa9-afcf8378a285,,,,,,,,,PS-241,PS-242,PS-254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,PS-3,Booking Management,,,,,,purple,,,,,0|i001g5:r,,,,,PS Sprint 2,,,,,,,,,,,,,,,,,,,10142,Booking Management,To Do,07/Jul/24 11:43 PM
CP55-New password must be different from the old password,PS-219,10358,Testcase,Done,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,Done,Duong Thanh Thoai (K17 HCM),712020:d3fdaee1-a731-44bf-9602-daee1d498329,Duong Thanh Thoai (K17 HCM),712020:d3fdaee1-a731-44bf-9602-daee1d498329,Duong Thanh Thoai (K17 HCM),712020:d3fdaee1-a731-44bf-9602-daee1d498329,07/Jul/24 9:32 PM,14/Jul/24 4:43 PM,07/Jul/24 9:54 PM,14/Jul/24 4:43 PM,,0,,{{New password must be different from the old password}},,Duong Thanh Thoai (K17 HCM),712020:d3fdaee1-a731-44bf-9602-daee1d498329,,,,,,,,,,,,,,,,,,,,,,,,,,,07/Jul/24 9:54 PM;712020:d3fdaee1-a731-44bf-9602-daee1d498329;3.jpg;https://thangnt.atlassian.net/rest/api/3/attachment/content/10149,,,,,,,,,,show notification New password must be different from the old password,,,,,,,{},,,,,,,show notification New password must be different from the old password,,,,,,,0|i002bi:zz,,,,,,,,,,,,,,,Unit,,"Login and use header token
enter field
{
    ""oldPassword"": ""123456"",
    ""newPassword"": ""123456"",
    ""confirmPassword"": ""123456""
}",Pass,,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_587442766,,,Done,14/Jul/24 4:43 PM
CP54-New password must be same as confirmation password,PS-218,10357,Testcase,Done,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,Done,Duong Thanh Thoai (K17 HCM),712020:d3fdaee1-a731-44bf-9602-daee1d498329,Duong Thanh Thoai (K17 HCM),712020:d3fdaee1-a731-44bf-9602-daee1d498329,Duong Thanh Thoai (K17 HCM),712020:d3fdaee1-a731-44bf-9602-daee1d498329,07/Jul/24 9:32 PM,14/Jul/24 4:43 PM,07/Jul/24 9:54 PM,14/Jul/24 4:43 PM,,0,,New password must be same as confirmation password,,Duong Thanh Thoai (K17 HCM),712020:d3fdaee1-a731-44bf-9602-daee1d498329,,,,,,,,,,,,,,,,,,,,,,,,,,,07/Jul/24 9:53 PM;712020:d3fdaee1-a731-44bf-9602-daee1d498329;2.jpg;https://thangnt.atlassian.net/rest/api/3/attachment/content/10148,,,,,,,,,,show notification  New password must be same as confirmation password,,,,,,,{},,,,,,,show notification New password must be same as confirmation password,,,,,,,0|i002bi:zy,,,,,,,,,,,,,,,Unit,,"Login and use header token
enter field
{
    ""oldPassword"": ""123456"",
    ""newPassword"": ""1234546"",
    ""confirmPassword"": ""123456""
}",Pass,,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_587462816,,,Done,14/Jul/24 4:43 PM
USS24 - Verify service - Edit service successfully with valid information.,PS-217,10356,Testcase,Done,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,Done,Ngo Anh Kiet,712020:f6e02544-91ef-470b-bfa9-afcf8378a285,Ngo Anh Kiet,712020:f6e02544-91ef-470b-bfa9-afcf8378a285,Ngo Anh Kiet,712020:f6e02544-91ef-470b-bfa9-afcf8378a285,28/Jun/24 3:56 PM,14/Jul/24 4:39 PM,15/Jul/24 3:57 PM,28/Jun/24 4:04 PM,,0,,"Verify that a service can be successfully edited with valid information.

h3. ",,Ngo Anh Kiet,712020:f6e02544-91ef-470b-bfa9-afcf8378a285,,,,,,,,,,,,,,,,,,,,,,,,,,,28/Jun/24 4:11 PM;712020:f6e02544-91ef-470b-bfa9-afcf8378a285;step 1 - USS24.png;https://thangnt.atlassian.net/rest/api/3/attachment/content/10146,28/Jun/24 4:11 PM;712020:f6e02544-91ef-470b-bfa9-afcf8378a285;step 2 3 - USS24.png;https://thangnt.atlassian.net/rest/api/3/attachment/content/10144,28/Jun/24 4:11 PM;712020:f6e02544-91ef-470b-bfa9-afcf8378a285;step 4 - USS24.png;https://thangnt.atlassian.net/rest/api/3/attachment/content/10143,28/Jun/24 4:11 PM;712020:f6e02544-91ef-470b-bfa9-afcf8378a285;step 5 - USS24.png;https://thangnt.atlassian.net/rest/api/3/attachment/content/10145,,,,,,,The service details should be successfully updated with the new valid information.,,,,,,,{},,,,,,,The service details should be successfully updated with the new valid information.,,,,,,,0|i00287:,,,,,PS Sprint 2,,,,,,,24297686-4906-40b0-a79e-64e3f68d5c6e,N1_NET1804,,Unit,,"1. Sign in with shopOwner account (username: shophoang, password: 123456)
2. Go to manage service page 
3. Choose ""edit service"" button 
4. Input valid information and click ""update"" button
5. Verify information of service after update",Pass,,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_487282,,,Done,28/Jun/24 4:04 PM
VHO8 - Verify history booking - Information of order matches booking information,PS-216,10355,Testcase,Done,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,Done,Ngo Anh Kiet,712020:f6e02544-91ef-470b-bfa9-afcf8378a285,Ngo Anh Kiet,712020:f6e02544-91ef-470b-bfa9-afcf8378a285,Ngo Anh Kiet,712020:f6e02544-91ef-470b-bfa9-afcf8378a285,28/Jun/24 3:09 PM,14/Jul/24 4:40 PM,15/Jul/24 3:57 PM,28/Jun/24 3:16 PM,,0,,Verify that the booking history displays accurate information that matches the original booking details.,,Ngo Anh Kiet,712020:f6e02544-91ef-470b-bfa9-afcf8378a285,,,,,,,,,,,,,,,,,,,,,,,,,,,28/Jun/24 3:23 PM;712020:f6e02544-91ef-470b-bfa9-afcf8378a285;step 1 - VB8.png;https://thangnt.atlassian.net/rest/api/3/attachment/content/10142,28/Jun/24 3:23 PM;712020:f6e02544-91ef-470b-bfa9-afcf8378a285;step 2 - VB8.png;https://thangnt.atlassian.net/rest/api/3/attachment/content/10141,28/Jun/24 3:23 PM;712020:f6e02544-91ef-470b-bfa9-afcf8378a285;step 3 4 - VB8.png;https://thangnt.atlassian.net/rest/api/3/attachment/content/10139,28/Jun/24 3:23 PM;712020:f6e02544-91ef-470b-bfa9-afcf8378a285;step 5 - VB8.png;https://thangnt.atlassian.net/rest/api/3/attachment/content/10140,,,,,,,"The booking history page should display all relevant details (date, time, service, pet name, shop) accurately matching the original booking information.",,,,,,,{},,,,,,,"The booking history page should display all relevant details (date, time, service, pet name, shop) accurately matching the original booking information.",,,,,,,0|i002bc:zxi,,,,,,,,,,,,24297686-4906-40b0-a79e-64e3f68d5c6e,N1_NET1804,,Unit,,"1. Sign in with customer account ( username: thoai, password: 123456 )
2. Choose and book one service.
3. Go to order history page
4. Choose ""view detail"" of order.
5. Compare the displayed booking history information with the original booking details.",Pass,,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_475047,,,Done,28/Jun/24 3:16 PM
VB7 - Verify booking - User need sign in to booking,PS-215,10354,Testcase,Done,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,Done,Ngo Anh Kiet,712020:f6e02544-91ef-470b-bfa9-afcf8378a285,Ngo Anh Kiet,712020:f6e02544-91ef-470b-bfa9-afcf8378a285,Ngo Anh Kiet,712020:f6e02544-91ef-470b-bfa9-afcf8378a285,28/Jun/24 2:14 PM,28/Jun/24 3:26 PM,15/Jul/24 3:57 PM,28/Jun/24 2:29 PM,,0,,Verify that users must be signed in to complete a booking,,Ngo Anh Kiet,712020:f6e02544-91ef-470b-bfa9-afcf8378a285,,,,,,,,,,,,,PS-214,,,,,,,,,,,,,,28/Jun/24 2:28 PM;712020:f6e02544-91ef-470b-bfa9-afcf8378a285;step 1.png;https://thangnt.atlassian.net/rest/api/3/attachment/content/10136,28/Jun/24 2:29 PM;712020:f6e02544-91ef-470b-bfa9-afcf8378a285;step 2-3.png;https://thangnt.atlassian.net/rest/api/3/attachment/content/10138,28/Jun/24 2:29 PM;712020:f6e02544-91ef-470b-bfa9-afcf8378a285;step 4.png;https://thangnt.atlassian.net/rest/api/3/attachment/content/10137,,,,,,,,"After choose and booking 1 service without sign in, redirect to the login page.",,,,,,,{},,,,,,,"After choose and booking 1 service without sign in, redirect to the login page.",,,,,,,0|i0027r:,,,,,PS Sprint 1,,,,,,,24297686-4906-40b0-a79e-64e3f68d5c6e,N1_NET1804,,Unit,,"1. Open the listService page or home page without signing in.
2. Choose ""view detail"" of 1 service.
3. Choose ""Booking"" button.
4. Redirect to the login page.",Pass,,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_912654,,,Done,28/Jun/24 2:29 PM
UC-12: View booking,PS-214,10353,Story,To Do,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,,,,Ngo Anh Kiet,712020:f6e02544-91ef-470b-bfa9-afcf8378a285,Ngo Anh Kiet,712020:f6e02544-91ef-470b-bfa9-afcf8378a285,28/Jun/24 2:06 PM,07/Jul/24 11:45 PM,15/Jul/24 3:57 PM,,,0,,,,Ngo Anh Kiet,712020:f6e02544-91ef-470b-bfa9-afcf8378a285,,,,,,,,,PS-215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,PS-1,Account Management,,,,,,purple,,,,,0|i0027j:,,,,,,,,,,,,,,,,,,,,,,,,10140,Account Management,To Do,28/Jun/24 2:06 PM
UC-01B: Log in to a different role,PS-213,10352,Story,To Do,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,,,,Ngo Anh Kiet,712020:f6e02544-91ef-470b-bfa9-afcf8378a285,Ngo Anh Kiet,712020:f6e02544-91ef-470b-bfa9-afcf8378a285,28/Jun/24 1:54 PM,14/Jul/24 4:21 PM,15/Jul/24 3:57 PM,,,0,,,,Ngo Anh Kiet,712020:f6e02544-91ef-470b-bfa9-afcf8378a285,,,,,,,,,PS-166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,PS-1,Account Management,,,,,,purple,,,,,0|i00283:,,,,,PS Sprint 1,,,,,,,,,,,,,,,,,,,10140,Account Management,To Do,28/Jun/24 1:54 PM
BS03 - Verify booking - Booking Sussefully,PS-212,10351,Epic,To Do,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,,,,Nguyễn Hữu Phúc,712020:576dfde1-54b0-484a-968a-2b8d09e058d7,Nguyễn Hữu Phúc,712020:576dfde1-54b0-484a-968a-2b8d09e058d7,27/Jun/24 4:14 PM,14/Jul/24 4:43 PM,14/Jul/24 4:43 PM,,,0,,Verify that the user successfully booked the service.,,Nguyễn Hữu Phúc,712020:576dfde1-54b0-484a-968a-2b8d09e058d7,,,,,,,,,,,,,PS-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,Booking successfully.,,,,,,,0|i00273:,,,,,PS Sprint 1,,,,,,,,,,Unit,,"Login user:""Thoai123"", Pass :""123456""
1. Choose buttom ""Xem chi tiết"".
2. Choose buttom ""Đặt lịch"".
3. Input fied 
4. Submit",,,,,,,,,To Do,27/Jun/24 4:14 PM
UC-18B: Cancel Booking (Customer),PS-211,10350,Story,To Do,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,,,,Duong Thanh Thoai (K17 HCM),712020:d3fdaee1-a731-44bf-9602-daee1d498329,Duong Thanh Thoai (K17 HCM),712020:d3fdaee1-a731-44bf-9602-daee1d498329,27/Jun/24 4:02 PM,15/Jul/24 10:21 AM,14/Jul/24 4:13 PM,,,0,,,,Duong Thanh Thoai (K17 HCM),712020:d3fdaee1-a731-44bf-9602-daee1d498329,,,,,,,,,,,,,PS-284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,PS-3,Booking Management,,,,,,purple,,,,,0|i001h2:zzi,,,,,PS Sprint 3,,,,,,,,,,,,,,,,,,,10142,Booking Management,To Do,27/Jun/24 4:02 PM
UC-28: Display shop infor,PS-210,10349,Story,To Do,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,,,,Duong Thanh Thoai (K17 HCM),712020:d3fdaee1-a731-44bf-9602-daee1d498329,Duong Thanh Thoai (K17 HCM),712020:d3fdaee1-a731-44bf-9602-daee1d498329,27/Jun/24 3:59 PM,15/Jul/24 3:38 PM,14/Jul/24 4:40 PM,,,0,,Describe the process of changing quantities on the shop's home page,,Duong Thanh Thoai (K17 HCM),712020:d3fdaee1-a731-44bf-9602-daee1d498329,,,,,,,,,PS-286,PS-287,PS-288,,,,,,,,,,,,,,,,,,,,,,,,,,"Actual results:
- Case 1: Do not change the total number of reviews, if customers rate directly to the store
- Case 2: after adding or deleting a service by the shop, the total number of services will move by 1 unit
- Case 3: when a new customer makes an appointment, the total service schedule box will be increased by one",,,,,,,{},,PS-2,Shop Management,,,,"Desired results:
- Case 1: after a customer reviews, the total number of customer reviews will increase by 1 when there is a new review.
- Case 2: after adding or deleting a service by the shop, the total number of services will move by 1 unit
- Case 3: when a new customer makes an appointment, the total service schedule box will be increased by one",,purple,,,,,0|i001g5:,,,,,PS Sprint 2,,,,,,,,,,,,"There are 3 test cases:
- Case 1 tests the change in the total number of reviews for each customer by using the user account to rate the desired shop
- Case 2 tests changes to the number of services by creating and deleting services
- Case 3 tests the change to the service booking schedule",Pass,,,,,,10141,Shop Management,To Do,27/Jun/24 3:59 PM
UC-27: Delete information of shop,PS-209,10348,Story,To Do,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,,,,Duong Thanh Thoai (K17 HCM),712020:d3fdaee1-a731-44bf-9602-daee1d498329,Duong Thanh Thoai (K17 HCM),712020:d3fdaee1-a731-44bf-9602-daee1d498329,27/Jun/24 3:58 PM,14/Jul/24 8:04 PM,14/Jul/24 4:40 PM,,,0,,delete shop information when the shop is no longer active,,Duong Thanh Thoai (K17 HCM),712020:d3fdaee1-a731-44bf-9602-daee1d498329,,,,,,,,,PS-243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,PS-2,Shop Management,,,,,,purple,,,,,0|i001g4:,,,,,PS Sprint 2,,,,,,,,,,,,,,,,,,,10141,Shop Management,To Do,27/Jun/24 3:58 PM
CNS18 - Create a new service without permission,PS-208,10347,Testcase,Done,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,Done,Trương Lê Minh Nghĩa,712020:7c822e00-0fe9-4a90-a91d-6f3db3b6d5ee,Trương Lê Minh Nghĩa,712020:7c822e00-0fe9-4a90-a91d-6f3db3b6d5ee,Trương Lê Minh Nghĩa,712020:7c822e00-0fe9-4a90-a91d-6f3db3b6d5ee,26/Jun/24 9:53 PM,27/Jun/24 3:33 PM,15/Jul/24 3:57 PM,26/Jun/24 10:01 PM,,0,,Create a new service without permission,,Trương Lê Minh Nghĩa,712020:7c822e00-0fe9-4a90-a91d-6f3db3b6d5ee,,,,,,,,,,,,,PS-99,,,,,,,,,,,,,,26/Jun/24 9:59 PM;712020:7c822e00-0fe9-4a90-a91d-6f3db3b6d5ee;image-20240626-145953.png;https://thangnt.atlassian.net/rest/api/3/attachment/content/10104,26/Jun/24 10:00 PM;712020:7c822e00-0fe9-4a90-a91d-6f3db3b6d5ee;image-20240626-150049.png;https://thangnt.atlassian.net/rest/api/3/attachment/content/10106,,,,,,,,,"After logging in, you will be redirected to the user page. ",,,,,,,{},,,,,,,"After logging in, you will be redirected to the user page. ",,,,,,,0|i0026v:,,,,,PS Sprint 1,,,,,,,,,,,,"- Step 1: Login with role user
           + username: ""nghia123""
           + password: ""Nghia_2003""
- After logging in, you will be redirected to the user page. ",,,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_494802,,,Done,26/Jun/24 10:01 PM
CBF55 -  Verify Service - Cancellation fails when the service is completed,PS-207,10346,Testcase,Done,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,Done,Nguyễn Hữu Phúc,712020:576dfde1-54b0-484a-968a-2b8d09e058d7,Duong Thanh Thoai (K17 HCM),712020:d3fdaee1-a731-44bf-9602-daee1d498329,Duong Thanh Thoai (K17 HCM),712020:d3fdaee1-a731-44bf-9602-daee1d498329,25/Jun/24 1:31 PM,14/Jul/24 4:43 PM,15/Jul/24 3:57 PM,14/Jul/24 4:43 PM,,0,,,,Duong Thanh Thoai (K17 HCM),712020:d3fdaee1-a731-44bf-9602-daee1d498329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,0|i002bc:zzzi,,,,,,,,,,,,,,,Unit,,,,,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_1653100789,,,Done,14/Jul/24 4:43 PM
RS54 - Delete a service fails when the service has already been deleted,PS-206,10345,Testcase,Done,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,Done,,,Duong Thanh Thoai (K17 HCM),712020:d3fdaee1-a731-44bf-9602-daee1d498329,Duong Thanh Thoai (K17 HCM),712020:d3fdaee1-a731-44bf-9602-daee1d498329,25/Jun/24 1:30 PM,14/Jul/24 4:43 PM,15/Jul/24 3:57 PM,14/Jul/24 4:43 PM,,0,,Delete a service fails when the service has already been deleted,,Duong Thanh Thoai (K17 HCM),712020:d3fdaee1-a731-44bf-9602-daee1d498329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,In step 4 will not display the service deleted in step 3 again,,,,,,,0|i002bc:zzz,,,,,,,,,,,,,,,Unit,,"- Step1: login with account shop owner
          + username: 
          + password:
- Step2: Go to the services page
- Step3: Choose delete any service
- Step4: Reload the page and select the deleted service",,,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_1653155202,,,Done,14/Jul/24 4:43 PM
MS53 - Verify Service - Check if the service was deleted,PS-205,10344,Testcase,Done,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,Done,,,Duong Thanh Thoai (K17 HCM),712020:d3fdaee1-a731-44bf-9602-daee1d498329,Duong Thanh Thoai (K17 HCM),712020:d3fdaee1-a731-44bf-9602-daee1d498329,25/Jun/24 1:30 PM,14/Jul/24 4:43 PM,15/Jul/24 3:57 PM,14/Jul/24 4:43 PM,,0,,The service was deleted can not be modify,,Duong Thanh Thoai (K17 HCM),712020:d3fdaee1-a731-44bf-9602-daee1d498329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The error message ""Wrong service"" and status ""500"" will response to similarly  compare with assertEqual in code unit test",,,,,,,{},,,,,,,"The error message ""Wrong service"" and status ""500"" will response to similarly compare with assertEqual in code unit test",,,,,,,0|i002bc:zzy,,,,,,,,,,,,,,,Unit,,"1. Use intellij to write unit test for this stage
2. Run and view result",Pass,,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_1653183369,,,Done,14/Jul/24 4:43 PM
MS52 - Verify UserId- Check if the UserId entered is correct,PS-204,10343,Testcase,Done,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,Done,Duong Thanh Thoai (K17 HCM),712020:d3fdaee1-a731-44bf-9602-daee1d498329,Duong Thanh Thoai (K17 HCM),712020:d3fdaee1-a731-44bf-9602-daee1d498329,Duong Thanh Thoai (K17 HCM),712020:d3fdaee1-a731-44bf-9602-daee1d498329,25/Jun/24 1:30 PM,14/Jul/24 4:42 PM,07/Jul/24 9:33 PM,14/Jul/24 4:42 PM,,0,,Check if userId is entered correctly in updateService function,,Duong Thanh Thoai (K17 HCM),712020:d3fdaee1-a731-44bf-9602-daee1d498329,,,,,,,,,,,,,,,,,,,,,,,,,,,26/Jun/24 11:35 PM;712020:d3fdaee1-a731-44bf-9602-daee1d498329;2.jpg;https://thangnt.atlassian.net/rest/api/3/attachment/content/10111,,,,,,,,,,"The error message ""ServiceID nhập sai hoặc không tồn tại!"" appears.",,,,,,,{},,,,,,,"The error message ""ServiceID nhập sai hoặc không tồn tại!"" appears.",,,,,,,0|i002bc:zzx,,,,,,,,,,,,,,,Unit,,"1.Run local project
2. Open Postman
-add link: http://localhost:8080/api/v1/service and PUT
3. Enter the information to update in raw Json: {
    ""id"":""12"",
    ""userId"":""244"",
    ""serviceCategoryId"":""1"",
    ""serviceName"":""Dog M222assagex22"",
    ""serviceDescription"":""Full body massage for dogs2"",
    ""price"":""55"",
    ""minWeight"":""1"",
    ""maxWeight"":""4"",
    ""tags"": ""dog, massage, relaxation""
}
3.Click send api to test",Pass,,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_1653158654,,,Done,14/Jul/24 4:42 PM
MS51 - Verify ServiceId - Check if the serviceId entered is correct,PS-203,10342,Testcase,Done,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,Done,Duong Thanh Thoai (K17 HCM),712020:d3fdaee1-a731-44bf-9602-daee1d498329,Duong Thanh Thoai (K17 HCM),712020:d3fdaee1-a731-44bf-9602-daee1d498329,Duong Thanh Thoai (K17 HCM),712020:d3fdaee1-a731-44bf-9602-daee1d498329,25/Jun/24 1:29 PM,14/Jul/24 4:42 PM,11/Jul/24 3:16 PM,14/Jul/24 4:42 PM,,0,,Check if serviceId is entered correctly in updateService function,,Duong Thanh Thoai (K17 HCM),712020:d3fdaee1-a731-44bf-9602-daee1d498329,,,,,,,,,,,,,,,,,,,,,,,,,,,26/Jun/24 11:35 PM;712020:d3fdaee1-a731-44bf-9602-daee1d498329;1.jpg;https://thangnt.atlassian.net/rest/api/3/attachment/content/10110,,,,,,,,,,"The error message ""ServiceID nhập sai hoặc không tồn tại!"" appears.",,,,,,,{},,,,,,,"The error message ""ServiceID nhập sai hoặc không tồn tại!"" appears.",,,,,,,0|i002bc:zzv,,,,,,,,,,,,,,,Unit,,"1.Run local project
2. Open Postman
-add link: http://localhost:8080/api/v1/service and PUT
3. Enter the information to update in raw Json: {
    ""id"":""122"",
    ""userId"":""44"",
    ""serviceCategoryId"":""1"",
    ""serviceName"":""Dog M222assagex22"",
    ""serviceDescription"":""Full body massage for dogs2"",
    ""price"":""55"",
    ""minWeight"":""1"",
    ""maxWeight"":""4"",
    ""tags"": ""dog, massage, relaxation""
}
3.Click send api to test",Pass,,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_1653177768,,,Done,14/Jul/24 4:42 PM
MA50,PS-202,10341,Testcase,Done,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,Done,,,Duong Thanh Thoai (K17 HCM),712020:d3fdaee1-a731-44bf-9602-daee1d498329,Duong Thanh Thoai (K17 HCM),712020:d3fdaee1-a731-44bf-9602-daee1d498329,22/Jun/24 10:27 PM,14/Jul/24 4:44 PM,15/Jul/24 3:57 PM,14/Jul/24 4:44 PM,,0,,,,Duong Thanh Thoai (K17 HCM),712020:d3fdaee1-a731-44bf-9602-daee1d498329,,,,,,,,,,,,,PS-108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,0|i002be:zzx,,,,,,,,,,,,,,,,,,,,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_1880211912,,,Done,14/Jul/24 4:44 PM
